SubjID,SNR,Quintile,AvgPupilDilation
HI48,5,2,0.242746538057586
HI48,0,2,0.21338494929952
HI48,-5,2,0.194448815485111
HI48,-10,2,0.251911768268024
HI48,5,3,0.222127026743644
HI48,0,3,0.37411652035032
HI48,-5,3,0.227581199970451
HI48,-10,3,0.177123365297141
HI48,5,4,0.213144506375912
HI48,0,4,0.120211620506523
HI48,-5,4,0.243846561432118
HI48,-10,4,0.278973691974276
HI48,5,5,0.288836373542469
HI48,0,5,0.0504617351849062
HI48,-5,5,0.193729148815603
HI48,-10,5,0.141789524424742
HI51,5,1,0.359885177316402
HI51,0,1,0.413038983475635
HI51,-5,1,0.546508688654839
HI51,-10,1,0.492394424176727
HI51,5,2,-0.0143343035415351
HI51,0,2,0.491507578954884
HI51,-5,2,0.286870452974693
HI51,-10,2,0.430987386859109
HI51,5,3,0.20748735567962
HI51,0,3,0.133358115725022
HI51,-5,3,0.513981468454999
HI51,-10,3,0.341384635318185
HI51,5,4,0.411287206112829
HI51,0,4,0.194732118876116
HI51,-5,4,0.280271761639544
HI51,-10,4,0.364834105181235
HI51,5,5,0.196689797815816
HI51,0,5,0.352516063638473
HI51,-5,5,0.382371522938583
HI51,-10,5,0.353202089784686
P41,5,1,0.086580381641637
P41,0,1,0.0330263404698497
P41,-5,1,0.119047393264699
P41,-10,1,0.246827530571894
P41,5,2,0.289401660786103
P41,0,2,0.15815234247154
P41,-5,2,0.149106916962041
P41,-10,2,0.139020302403902
P41,5,3,0.111928586144623
P41,0,3,0.119703487180569
P41,-5,3,0.116849185491595
P41,-10,3,0.313354770226307
P41,5,4,0.0959100244798355
P41,0,4,0.170565612328124
P41,-5,4,0.141908233470117
P41,-10,4,0.144936650849129
P41,5,5,0.136318674293527
P41,0,5,0.176030903851558
P41,-5,5,0.122667127807077
P41,-10,5,0.129716863938756
HI50,5,1,0.138767648657284
HI50,0,1,0.22390017521032
HI50,-5,1,0.328864384529013
HI50,-10,1,0.20032380726011
HI50,5,2,0.195912541586919
HI50,0,2,0.134962711909195
HI50,-5,2,0.22908798298242
HI50,-10,2,0.126393447242233
HI50,5,3,0.010019737202626
HI50,0,3,0.206813929325678
HI50,-5,3,0.267198282228063
HI50,-10,3,0.162639462972673
HI50,5,4,0.169169612157814
HI50,0,4,-0.0194281796156415
HI50,-5,4,0.126292072341642
HI50,-10,4,-0.0486044301850308
HI50,5,5,0.0412840928472946
HI50,0,5,0.122424285328357
HI50,-5,5,0.128741658509141
HI50,-10,5,0.236630397333575
HI52,5,1,0.0478610780109016
HI52,0,1,0.33443103133421
HI52,-5,1,0.0604617825000461
HI52,-10,1,-0.000191688360986579
HI52,5,2,0.25590658876388
HI52,0,2,-0.300789654938725
HI52,-5,2,0.111379836006442
HI52,-10,2,0.0917033090971209
HI52,5,3,-0.0794994876136016
HI52,0,3,0.141184409277068
HI52,-5,3,0.291963200916993
HI52,-10,3,0.44111714612356
HI52,5,4,0.29729751911789
HI52,0,4,-0.0752327233362892
HI52,-5,4,0.283873718228234
HI52,-10,4,-0.235586064715625
HI52,5,5,0.18105295060111
HI52,0,5,0.310859770922299
HI52,-5,5,0.240717534963641
HI52,-10,5,0.000666962551749106
